# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2429672	2429929	-							LAD35_RS11285	258		old_locus_tag=LAD35_11285
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2429672	2429929	-	WP_224149172.1	WP_224149172.1		hypothetical protein			LAD35_RS11285	258	85	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2429933	2430220	-							LAD35_RS11290	288		old_locus_tag=LAD35_11290
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2429933	2430220	-	WP_224149173.1	WP_224149173.1		helix-turn-helix transcriptional regulator			LAD35_RS11290	288	95	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2431402	2431734	+							LAD35_RS11295	333		old_locus_tag=LAD35_11295
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2431402	2431734	+	WP_224149174.1	WP_224149174.1		hypothetical protein			LAD35_RS11295	333	110	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2431795	2432115	+							LAD35_RS11300	321		old_locus_tag=LAD35_11300
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2431795	2432115	+	WP_224149175.1	WP_224149175.1		hypothetical protein			LAD35_RS11300	321	106	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2432632	2432829	-							LAD35_RS11305	198		old_locus_tag=LAD35_11305
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2432632	2432829	-	WP_224149176.1	WP_224149176.1		hypothetical protein			LAD35_RS11305	198	65	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2432828	2433031	+							LAD35_RS11310	204		old_locus_tag=LAD35_11310
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2432828	2433031	+	WP_224149177.1	WP_224149177.1		hypothetical protein			LAD35_RS11310	204	67	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2433041	2433331	+							LAD35_RS11315	291		old_locus_tag=LAD35_11315
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2433041	2433331	+	WP_224149178.1	WP_224149178.1		hypothetical protein			LAD35_RS11315	291	96	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2433331	2433528	+							LAD35_RS11320	198		old_locus_tag=LAD35_11320
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2433331	2433528	+	WP_224149179.1	WP_224149179.1		hypothetical protein			LAD35_RS11320	198	65	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2433518	2433841	+							LAD35_RS11325	324		old_locus_tag=LAD35_11325
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2433518	2433841	+	WP_224149180.1	WP_224149180.1		DUF551 domain-containing protein			LAD35_RS11325	324	107	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2433843	2434202	+							LAD35_RS11330	360		old_locus_tag=LAD35_11330
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2433843	2434202	+	WP_224149181.1	WP_224149181.1		hypothetical protein			LAD35_RS11330	360	119	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2434306	2434452	+							LAD35_RS11335	147		old_locus_tag=LAD35_11335
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2434306	2434452	+	WP_224149182.1	WP_224149182.1		hypothetical protein			LAD35_RS11335	147	48	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2434449	2434712	+							LAD35_RS11340	264		old_locus_tag=LAD35_11340
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2434449	2434712	+	WP_224149183.1	WP_224149183.1		hypothetical protein			LAD35_RS11340	264	87	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2435050	2435700	+							LAD35_RS11345	651		old_locus_tag=LAD35_11345
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2435050	2435700	+	WP_224149184.1	WP_224149184.1		ATP-binding protein			LAD35_RS11345	651	216	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2435746	2436417	+							LAD35_RS11350	672		old_locus_tag=LAD35_11350
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2435746	2436417	+	WP_224149185.1	WP_224149185.1		hypothetical protein			LAD35_RS11350	672	223	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2436426	2436638	+							LAD35_RS11355	213		old_locus_tag=LAD35_11355
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2436426	2436638	+	WP_184711719.1	WP_184711719.1		hypothetical protein			LAD35_RS11355	213	70	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2436631	2436888	-							LAD35_RS11360	258		old_locus_tag=LAD35_11360
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2436631	2436888	-	WP_224149186.1	WP_224149186.1		hypothetical protein			LAD35_RS11360	258	85	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2436968	2437771	+							LAD35_RS11365	804		old_locus_tag=LAD35_11365
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2436968	2437771	+	WP_224149187.1	WP_224149187.1		hypothetical protein			LAD35_RS11365	804	267	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2437768	2438034	+							LAD35_RS11370	267		old_locus_tag=LAD35_11370
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2437768	2438034	+	WP_224149188.1	WP_224149188.1		hypothetical protein			LAD35_RS11370	267	88	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2438034	2438522	+							LAD35_RS11375	489		old_locus_tag=LAD35_11375
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2438034	2438522	+	WP_224149189.1	WP_224149189.1		hypothetical protein			LAD35_RS11375	489	162	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2438519	2438707	+							LAD35_RS11380	189		old_locus_tag=LAD35_11380
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2438519	2438707	+	WP_224149190.1	WP_224149190.1		hypothetical protein			LAD35_RS11380	189	62	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2438711	2439115	+							LAD35_RS11385	405		old_locus_tag=LAD35_11385
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2438711	2439115	+	WP_224149191.1	WP_224149191.1		hypothetical protein			LAD35_RS11385	405	134	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2439112	2439303	+							LAD35_RS11390	192		old_locus_tag=LAD35_11390
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2439112	2439303	+	WP_224149192.1	WP_224149192.1		hypothetical protein			LAD35_RS11390	192	63	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2439300	2439584	+							LAD35_RS11395	285		old_locus_tag=LAD35_11395
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2439300	2439584	+	WP_224149193.1	WP_224149193.1		ASCH domain-containing protein			LAD35_RS11395	285	94	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2439581	2440204	+							LAD35_RS11400	624		old_locus_tag=LAD35_11400
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2439581	2440204	+	WP_224149194.1	WP_224149194.1		hypothetical protein			LAD35_RS11400	624	207	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2440201	2440908	+							LAD35_RS11405	708		old_locus_tag=LAD35_11405
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2440201	2440908	+	WP_224149195.1	WP_224149195.1		hypothetical protein			LAD35_RS11405	708	235	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2441574	2442260	+							LAD35_RS11410	687		old_locus_tag=LAD35_11410
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2441574	2442260	+	WP_224149196.1	WP_224149196.1		KilA-N domain-containing protein			LAD35_RS11410	687	228	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2442430	2442645	+							LAD35_RS11415	216		old_locus_tag=LAD35_11415
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2442430	2442645	+	WP_224149197.1	WP_224149197.1		hypothetical protein			LAD35_RS11415	216	71	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2442703	2442921	+							LAD35_RS11420	219		old_locus_tag=LAD35_11420
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2442703	2442921	+	WP_224149198.1	WP_224149198.1		DUF4224 domain-containing protein			LAD35_RS11420	219	72	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2442923	2444023	+							LAD35_RS11425	1101		old_locus_tag=LAD35_11425
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2442923	2444023	+	WP_224149199.1	WP_224149199.1		tyrosine-type recombinase/integrase			LAD35_RS11425	1101	366	
gene	tRNA	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2444115	2444190	-							LAD35_RS11430	76		old_locus_tag=LAD35_11430
tRNA		GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2444115	2444190	-				tRNA-Lys			LAD35_RS11430	76		anticodon=TTT
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2444264	2445064	-							LAD35_RS11435	801		old_locus_tag=LAD35_11435
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2444264	2445064	-	WP_224149200.1	WP_224149200.1		tRNA threonylcarbamoyladenosine dehydratase			LAD35_RS11435	801	266	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2445066	2445827	-					ybgF		LAD35_RS11440	762		old_locus_tag=LAD35_11440
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2445066	2445827	-	WP_224149201.1	WP_224149201.1		tol-pal system protein YbgF	ybgF		LAD35_RS11440	762	253	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2445836	2446372	-					pal		LAD35_RS11445	537		old_locus_tag=LAD35_11445
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2445836	2446372	-	WP_224149202.1	WP_224149202.1		peptidoglycan-associated lipoprotein Pal	pal		LAD35_RS11445	537	178	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2446440	2447753	-					tolB		LAD35_RS11450	1314		old_locus_tag=LAD35_11450
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2446440	2447753	-	WP_224149203.1	WP_224149203.1		Tol-Pal system beta propeller repeat protein TolB	tolB		LAD35_RS11450	1314	437	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2447880	2449700	+					msbA		LAD35_RS11455	1821		old_locus_tag=LAD35_11455
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2447880	2449700	+	WP_224149204.1	WP_224149204.1		lipid A export permease/ATP-binding protein MsbA	msbA		LAD35_RS11455	1821	606	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2449849	2450604	-							LAD35_RS11460	756		old_locus_tag=LAD35_11460
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2449849	2450604	-	WP_224149205.1	WP_224149205.1		ankyrin repeat domain-containing protein			LAD35_RS11460	756	251	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2450646	2451452	-							LAD35_RS11465	807		old_locus_tag=LAD35_11465
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2450646	2451452	-	WP_224149206.1	WP_224149206.1		TatD family hydrolase			LAD35_RS11465	807	268	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2451672	2452061	-							LAD35_RS11470	390		old_locus_tag=LAD35_11470
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2451672	2452061	-	WP_224149207.1	WP_224149207.1		PilZ domain-containing protein			LAD35_RS11470	390	129	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2452204	2453235	-							LAD35_RS11475	1032		old_locus_tag=LAD35_11475
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2452204	2453235	-	WP_224149208.1	WP_224149208.1		DNA polymerase III subunit delta'			LAD35_RS11475	1032	343	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2453238	2453924	-					tmk		LAD35_RS11480	687		old_locus_tag=LAD35_11480
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2453238	2453924	-	WP_224149209.1	WP_224149209.1		dTMP kinase	tmk		LAD35_RS11480	687	228	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2454025	2455044	-					mltG		LAD35_RS11485	1020		old_locus_tag=LAD35_11485
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2454025	2455044	-	WP_224149210.1	WP_224149210.1		endolytic transglycosylase MltG	mltG		LAD35_RS11485	1020	339	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2455054	2455974	+							LAD35_RS11490	921		old_locus_tag=LAD35_11490
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2455054	2455974	+	WP_224149211.1	WP_224149211.1		folate-binding protein			LAD35_RS11490	921	306	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2456325	2457233	-							LAD35_RS11495	909		old_locus_tag=LAD35_11495
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2456325	2457233	-	WP_224149212.1	WP_224149212.1		YbgC/FadM family acyl-CoA thioesterase			LAD35_RS11495	909	302	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2457300	2458301	-							LAD35_RS11500	1002		old_locus_tag=LAD35_11500
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2457300	2458301	-	WP_224149213.1	WP_224149213.1		alpha/beta hydrolase			LAD35_RS11500	1002	333	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2458480	2459367	-							LAD35_RS11505	888		old_locus_tag=LAD35_11505
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2458480	2459367	-	WP_224149214.1	WP_224149214.1		fumarylacetoacetate hydrolase			LAD35_RS11505	888	295	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2459561	2460010	+							LAD35_RS11510	450		old_locus_tag=LAD35_11510
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2459561	2460010	+	WP_224149215.1	WP_224149215.1		DUF2007 domain-containing protein			LAD35_RS11510	450	149	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2460232	2462085	+							LAD35_RS11515	1854		old_locus_tag=LAD35_11515
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2460232	2462085	+	WP_224149216.1	WP_224149216.1		long-chain fatty acid--CoA ligase			LAD35_RS11515	1854	617	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2462285	2463358	-							LAD35_RS11520	1074		old_locus_tag=LAD35_11520
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2462285	2463358	-	WP_224149217.1	WP_224149217.1		TRAP transporter substrate-binding protein			LAD35_RS11520	1074	357	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2463702	2464877	-							LAD35_RS11525	1176		old_locus_tag=LAD35_11525
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2463702	2464877	-	WP_224149218.1	WP_224149218.1		saccharopine dehydrogenase NADP-binding domain-containing protein			LAD35_RS11525	1176	391	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2465175	2465552	+							LAD35_RS11530	378		old_locus_tag=LAD35_11530
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2465175	2465552	+	WP_224149219.1	WP_224149219.1		hypothetical protein			LAD35_RS11530	378	125	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2465866	2466780	+							LAD35_RS11535	915		old_locus_tag=LAD35_11535
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2465866	2466780	+	WP_224149220.1	WP_224149220.1		dihydrodipicolinate synthase family protein			LAD35_RS11535	915	304	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2466795	2467430	+							LAD35_RS11540	636		old_locus_tag=LAD35_11540
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2466795	2467430	+	WP_224149221.1	WP_224149221.1		TRAP transporter small permease			LAD35_RS11540	636	211	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2467448	2468713	+							LAD35_RS11545	1266		old_locus_tag=LAD35_11545
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2467448	2468713	+	WP_184711566.1	WP_184711566.1		TRAP transporter large permease			LAD35_RS11545	1266	421	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2468740	2469726	+							LAD35_RS11550	987		old_locus_tag=LAD35_11550
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2468740	2469726	+	WP_224149222.1	WP_224149222.1		TRAP transporter substrate-binding protein			LAD35_RS11550	987	328	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2469779	2471032	+							LAD35_RS11555	1254		old_locus_tag=LAD35_11555
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2469779	2471032	+	WP_224149223.1	WP_224149223.1		FAD-dependent oxidoreductase			LAD35_RS11555	1254	417	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2471079	2472014	+							LAD35_RS11560	936		old_locus_tag=LAD35_11560
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2471079	2472014	+	WP_224149224.1	WP_224149224.1		4-hydroxyproline epimerase			LAD35_RS11560	936	311	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2472091	2472765	+							LAD35_RS11565	675		old_locus_tag=LAD35_11565
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2472091	2472765	+	WP_224149225.1	WP_224149225.1		GntR family transcriptional regulator			LAD35_RS11565	675	224	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2472851	2473273	-							LAD35_RS11570	423		old_locus_tag=LAD35_11570
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2472851	2473273	-	WP_224149226.1	WP_224149226.1		acyl-CoA thioesterase			LAD35_RS11570	423	140	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2473544	2475250	+							LAD35_RS11575	1707		old_locus_tag=LAD35_11575
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2473544	2475250	+	WP_224149227.1	WP_224149227.1		electron transfer flavoprotein-ubiquinone oxidoreductase			LAD35_RS11575	1707	568	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2475447	2476106	+							LAD35_RS11580	660		old_locus_tag=LAD35_11580
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2475447	2476106	+	WP_224149228.1	WP_224149228.1		lipocalin family protein			LAD35_RS11580	660	219	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2476394	2477362	+							LAD35_RS11585	969		old_locus_tag=LAD35_11585
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2476394	2477362	+	WP_224149229.1	WP_224149229.1		ABC transporter substrate-binding protein			LAD35_RS11585	969	322	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2477474	2478358	+							LAD35_RS11590	885		old_locus_tag=LAD35_11590
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2477474	2478358	+	WP_224149230.1	WP_224149230.1		ABC transporter permease			LAD35_RS11590	885	294	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2478380	2479174	+							LAD35_RS11595	795		old_locus_tag=LAD35_11595
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2478380	2479174	+	WP_224149231.1	WP_224149231.1		ABC transporter ATP-binding protein			LAD35_RS11595	795	264	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2479274	2480719	-							LAD35_RS11600	1446		old_locus_tag=LAD35_11600
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2479274	2480719	-	WP_224149232.1	WP_224149232.1		MFS transporter			LAD35_RS11600	1446	481	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2480808	2481467	+							LAD35_RS11605	660		old_locus_tag=LAD35_11605
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2480808	2481467	+	WP_224149233.1	WP_224149233.1		transcriptional regulator			LAD35_RS11605	660	219	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2481478	2482938	-							LAD35_RS11610	1461		old_locus_tag=LAD35_11610
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2481478	2482938	-	WP_224149234.1	WP_224149234.1		MFS transporter			LAD35_RS11610	1461	486	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2483121	2484011	+							LAD35_RS11615	891		old_locus_tag=LAD35_11615
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2483121	2484011	+	WP_224149235.1	WP_224149235.1		LysR family transcriptional regulator			LAD35_RS11615	891	296	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2484329	2484928	+					wrbA		LAD35_RS11620	600		old_locus_tag=LAD35_11620
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2484329	2484928	+	WP_224149236.1	WP_224149236.1		NAD(P)H:quinone oxidoreductase	wrbA		LAD35_RS11620	600	199	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2485032	2485838	-					dkgB		LAD35_RS11625	807		old_locus_tag=LAD35_11625
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2485032	2485838	-	WP_224149237.1	WP_224149237.1		2,5-didehydrogluconate reductase DkgB	dkgB		LAD35_RS11625	807	268	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2485992	2486906	+							LAD35_RS11630	915		old_locus_tag=LAD35_11630
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2485992	2486906	+	WP_224149238.1	WP_224149238.1		LysR family transcriptional regulator			LAD35_RS11630	915	304	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2487047	2490157	-							LAD35_RS11635	3111		old_locus_tag=LAD35_11635
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2487047	2490157	-	WP_224149239.1	WP_224149239.1		DUF11 domain-containing protein			LAD35_RS11635	3111	1036	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2490894	2491355	-							LAD35_RS11640	462		old_locus_tag=LAD35_11640
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2490894	2491355	-	WP_224149240.1	WP_224149240.1		Lrp/AsnC family transcriptional regulator			LAD35_RS11640	462	153	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2491722	2492846	+							LAD35_RS11645	1125		old_locus_tag=LAD35_11645
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2491722	2492846	+	WP_224149241.1	WP_224149241.1		sterol desaturase family protein			LAD35_RS11645	1125	374	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2492951	2493757	+							LAD35_RS11650	807		old_locus_tag=LAD35_11650
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2492951	2493757	+	WP_224149242.1	WP_224149242.1		NTP transferase domain-containing protein			LAD35_RS11650	807	268	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2493892	2495151	+							LAD35_RS11655	1260		old_locus_tag=LAD35_11655
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2493892	2495151	+	WP_224149243.1	WP_224149243.1		M20/M25/M40 family metallo-hydrolase			LAD35_RS11655	1260	419	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2495463	2496440	+							LAD35_RS11660	978		old_locus_tag=LAD35_11660
CDS	with_protein	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2495463	2496440	+	WP_224149244.1	WP_224149244.1		TRAP transporter substrate-binding protein			LAD35_RS11660	978	325	
gene	protein_coding	GCF_020080045.1	Primary Assembly	chromosome		NZ_CP083451.1	2496608	2497102	+							LAD35_RS11665	495		old_locus_tag=LAD35_11665
